                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     215                                      770                  1.0000000000000000E+000                  1.6627268690007645E-002                  4.5700000000000000E+009                  3.2431357592996679E+007                  5.7720041757926356E+003                  1.0000010545131008E+000                  1.0000002685268430E+000                 -1.5010723212951516E+000                  3.7454173022055798E-001                  9.9978107654121546E-006                  6.0840336393437644E-001                  1.6890372530392130E-005                  4.4889053500657755E-003                  7.4191302720394208E-003                  1.7323695230581015E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.8458769389734131E-001                  8.0764146188052721E-004                  2.9786920636914632E-001                  2.1507739659851629E-003                  1.6759919706861063E-003                  7.7887102952953818E-003                  1.7323695230581011E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0008228938920804E+004                  2.3549426414830070E+007                  9.9999894548801117E+009                  9.9986077892626191E-001                  9.9986077892626168E-001                  9.8286421385247177E-044                  2.3597827329419868E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4421823200000000E+017                               "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231101"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                  1.1661971049292581E-007                  3.7617312895263919E+000                 -6.7943715903122532E+000                  4.7809303387579263E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.5091966415035645E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -1.1545030499259161E-006                  3.7626481184413705E+000                 -6.7880966829011271E+000                  4.7881236550610868E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.5457282586098136E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -2.7206296131772688E-006                  3.7636861797897758E+000                 -6.7812812858722333E+000                  4.7959790424071249E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.5860094576448464E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -4.2623872943262245E-006                  3.7652719609025804E+000                 -6.7713471684579751E+000                  4.8075021329148084E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.6458678744585313E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -7.2762178573777798E-006                  3.7674696445250908E+000                 -6.7586459905882013E+000                  4.8224059576888916E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.7244222429828354E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                 -1.0203243763093453E-005                  3.7697531656762742E+000                 -6.7465255815283145E+000                  4.8368156293623796E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.8015588483437335E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                 -1.3049767547006510E-005                  3.7716827157668789E+000                 -6.7370944166622193E+000                  4.8481816521041559E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.8630886326186476E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998743749E-001                 -1.4790654423234628E-005                  3.7732029873036939E+000                 -6.7300739334857100E+000                  4.8567268458167856E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.9097668389203450E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998587497E-001                 -1.6503646081764495E-005                  3.7755390344559214E+000                 -6.7199064520658016E+000                  4.8692376155472852E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  2.9787217320665794E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.9999999998275002E-001                 -1.9850412114432245E-005                  3.7804538321610792E+000                 -6.7008478206681881E+000                  4.8932279693000353E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  3.1124091964307008E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.9999999997650002E-001                 -2.6256772210894167E-005                  3.7859365454386213E+000                 -6.6836169285703848E+000                  4.9159634930677374E+000                  7.2238494018369637E-001                  2.6099780101375719E-001                  1.6617258802546386E-002                  3.2384342311539982E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
