                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      765                  1.0000000000000000E+000                  1.8725956295164953E-002                  2.7230077841893811E+009                  1.2508816422072464E+008                  5.7298997689369999E+003                  8.6484229062680562E-001                  9.4368612549870179E-001                 -1.5996204737708921E+000                  5.0298637498717325E-001                  2.0844374043140095E-005                  4.7738782445107703E-001                  1.6579921146343215E-005                  4.8941238541294670E-003                  8.8204465892063582E-003                  1.9874292748850377E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.8908142339199929E-001                  6.7686948986690439E-004                  2.9141129567679491E-001                  2.5225501972829280E-003                  1.7665547915671853E-003                  8.7750822039797480E-003                  1.9510285531957117E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1748381389536953E+003                  2.8854690472117390E+007                  1.1562801806040695E+010                  8.6469790941703184E-001                  8.6469790941703206E-001                  2.2965095735646616E-045                  1.9346176813536699E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.5931590450334816E+016                               "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231101"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                 -2.5172430098909813E-002                  3.7586209814275637E+000                 -6.7616461995612731E+000                  4.8132751549936552E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  2.7579621597807508E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -2.5173832847823836E-002                  3.7596955044962561E+000                 -6.7543150178125373E+000                  4.8216826409863049E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  2.8049327312994957E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -2.5175556951839654E-002                  3.7609143027404608E+000                 -6.7463812413513429E+000                  4.8308374258904099E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  2.8566659884435375E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -2.5177249865510572E-002                  3.7627793897836086E+000                 -6.7348696285473908E+000                  4.8442178365261315E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  2.9334306585327727E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -2.5180547182348988E-002                  3.7653741821227400E+000                 -6.7202473202007500E+000                  4.8614408201465888E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  3.0339209383138128E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                 -2.5183735401017839E-002                  3.7680808216295909E+000                 -6.7063944495752104E+000                  4.8780072364189770E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  3.1322976675014827E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                 -2.5186823595509861E-002                  3.7712586457092416E+000                 -6.6916690586119500E+000                  4.8959194669497448E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  3.2403713978387755E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998587508E-001                 -2.5190555233416793E-002                  3.7740597015238713E+000                 -6.6800959991741653E+000                  4.9103023753999127E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  3.3279204263594273E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998431255E-001                 -2.5192372023554090E-002                  3.7759775284133021E+000                 -6.6726894509559926E+000                  4.9196331431608629E+000                  7.2933319947524267E-001                  2.5315381234478990E-001                  1.7512988179967381E-002                  3.3851878282160812E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
