                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     216                                      768                  1.0000000000000000E+000                  1.8725956295164953E-002                  4.5700000000000000E+009                  2.7821084283099350E+007                  5.7720038503857759E+003                  1.0000004181660667E+000                  1.0000000631070385E+000                 -1.5206180684808599E+000                  3.4875294224247883E-001                  8.0675726258813867E-006                  6.3146436016821039E-001                  2.0611540061283813E-005                  5.3114990336516543E-003                  8.4997817126551845E-003                  2.0107527033830447E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.7239572385723800E-001                  7.6105200080166474E-004                  3.0799216787020206E-001                  2.3878300870899807E-003                  1.9284055387538506E-003                  8.7685963974056813E-003                  1.9510285531957167E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0008225855089146E+004                  2.3549446237952799E+007                  9.9999958183410816E+009                  9.9988218421874919E-001                  9.9988218421874919E-001                  2.4859794263456086E-043                  2.4195795588874528E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4421823200000000E+017                               "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231101"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                  2.7407037717972635E-008                  3.7617380000214165E+000                 -6.8084602587357317E+000                  4.7737922842040952E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.5454648159044086E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -1.2856285371289513E-006                  3.7626701962366993E+000                 -6.8020825431653096E+000                  4.7811038175237277E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.5831359579209569E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -2.9030127034335271E-006                  3.7637259856618157E+000                 -6.7951580788837962E+000                  4.7890860533590214E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.6246682068450512E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -4.4948311614307963E-006                  3.7653393438638534E+000                 -6.7850697180829558E+000                  4.8007910563827068E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.6863754883680615E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -7.6054172431585790E-006                  3.7675767329495229E+000                 -6.7721802554889692E+000                  4.8159230239019521E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.7673321300603151E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                 -1.0625104440027242E-005                  3.7699030839150369E+000                 -6.7598897013079471E+000                  4.8305458573036999E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.8467988376344721E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                 -1.3560592621593699E-005                  3.7726252187530576E+000                 -6.7467362599057061E+000                  4.8464290963224963E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  2.9343748097550501E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998587508E-001                 -1.7120565183628125E-005                  3.7750133578516603E+000                 -6.7363251481603710E+000                  4.8592357477293993E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  3.0055987489356010E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998431255E-001                 -1.8858419993788647E-005                  3.7766449026575057E+000                 -6.7296292565368701E+000                  4.8675685414632648E+000                  7.3948795494175967E-001                  2.4351222481517473E-001                  1.6999820243065566E-002                  3.0523173694533649E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
