                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     216                                      769                  1.0000000000000000E+000                  1.9387096134043824E-002                  4.5700000000000000E+009                  2.9449508034176491E+007                  5.7716577350684820E+003                  9.9996431071216541E-001                  1.0001019468511729E+000                 -1.5221489457110893E+000                  3.4433118433182974E-001                  7.7882383347671058E-006                  6.3519215164285392E-001                  2.1513572615363148E-005                  5.5189592950964182E-003                  8.7760560518453084E-003                  2.0816749210913581E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6815691222352658E-001                  7.4891236616514206E-004                  3.1157660615021454E-001                  2.4660484916227215E-003                  2.0038905027022560E-003                  9.0778233264482266E-003                  2.0199116950217547E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0009755407233477E+004                  2.3547897431039933E+007                  1.0000356905616053E+010                  9.9984764867239406E-001                  9.9984764867239417E-001                  2.8649493713765333E-043                  2.4314639440707587E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4421823200000000E+017                               "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231102"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                  4.4272698219069569E-005                  3.7617154994952382E+000                 -6.8105304889421978E+000                  4.7699075597109140E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.5042340241695300E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  4.2953791756673930E-005                  3.7626556902770241E+000                 -6.8040986171432412E+000                  4.7772812528936326E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.5416119665427790E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                  4.1329378394653945E-005                  3.7637204534520206E+000                 -6.7971164697400352E+000                  4.7853301569995415E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.5828196880942914E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  3.9730854103692571E-005                  3.7653473826739030E+000                 -6.7869461450618624E+000                  4.7971307146528552E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.6440421620968561E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  3.6607753362702608E-005                  3.7676031970917996E+000                 -6.7739553923063491E+000                  4.8123824291485855E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.7243585171383839E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999150002E-001                  3.3576623999215206E-005                  3.7699482296850455E+000                 -6.7615717651342369E+000                  4.8271170548775428E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.8031920167841208E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998900002E-001                  3.0630643887064241E-005                  3.7726915899652851E+000                 -6.7483223905800465E+000                  4.8431175029916664E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.8900649914361164E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998587508E-001                  2.7058736205069445E-005                  3.7750975896676340E+000                 -6.7378377759014532E+000                  4.8560155671423493E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  2.9607145984945750E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998431255E-001                  2.5315350068140949E-005                  3.7767410278847513E+000                 -6.7310957766203181E+000                  4.8644063987421990E+000                  7.3522577778417597E-001                  2.4714577228442641E-001                  1.7628449931397672E-002                  3.0070548546686696E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
